page;table;row_in_table;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
49;1;22;TOULOUSE;RUE;LUCIE AUBRAC;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
49;1;23;TOULOUSE;AVENUE;LUCIEN BAROUX;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
49;1;24;TOULOUSE;SQUARE;LUCIEN BERET;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
49;1;25;TOULOUSE;IMPASSE;LUCIEN BOSSOUTROT;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;26;TOULOUSE;RUE;LUCIEN CASSAGNE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;27;TOULOUSE;IMPASSE;LUCIEN LABERTY;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
49;1;28;TOULOUSE;RUE;LUCIEN LAFFORGUE;1;;9999;;PI;LGT OZENNE - TOULOUSE
49;1;29;TOULOUSE;QUAI;LUCIEN LOMBARD;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
49;1;30;TOULOUSE;RUE;LUCIEN MIROUSE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
49;1;31;TOULOUSE;RUE;LUCIEN NONORGUES;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
49;1;32;TOULOUSE;IMPASSE;LUCIEN SERVANTY;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
49;1;33;TOULOUSE;RUE;LUCIEN SERVANTY;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
49;1;34;TOULOUSE;IMPASSE;LUCIENNE ANDURAN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
49;1;35;TOULOUSE;RUE;LUCILLE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
49;1;36;TOULOUSE;RUE;LUDWIG VAN BEETHOVEN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;37;TOULOUSE;RUE;M ET EUGENIE DE GUERIN;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
49;1;38;TOULOUSE;RUE;M THERESE DE VILLENEUVE ARIFAT;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
49;1;39;TOULOUSE;ROND POINT;MADAME DE MONDONVILLE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
49;1;40;TOULOUSE;IMPASSE;MADELEINE DE SCUDERY;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
49;1;41;TOULOUSE;RUE;MADELEINE KAHN KLEIN;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
49;1;42;TOULOUSE;ROND POINT;MADELEINE PELLETIERUE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
49;1;43;TOULOUSE;IMPASSE;MADER;1;;9999;;PI;LGT DES ARENES - TOULOUSE
49;1;44;TOULOUSE;PLACE;MAGE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;45;TOULOUSE;RUE;MAGE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;46;TOULOUSE;CHEMIN;MAL CLABEL;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;47;TOULOUSE;RUE;MALAFOSSE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
49;1;48;TOULOUSE;RUE;MALAGA;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
49;1;49;TOULOUSE;RUE;MALBEC;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
49;1;50;TOULOUSE;RUE;MALCOUSINAT;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
49;1;51;TOULOUSE;RUE;MALETACHE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;52;TOULOUSE;RUE;MARAN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;53;TOULOUSE;RUE;MARANCIN;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
49;1;54;TOULOUSE;RUE;MARC ARCIS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
49;1;55;TOULOUSE;RUE;MARC LAFFARGUE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;56;TOULOUSE;RUE;MARC MIGUET;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
49;1;57;TOULOUSE;ALLEE;MARC SAINT SAENS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
49;1;58;TOULOUSE;RUE;MARC SANGNIER;1;;9999;;PI;LGT DES ARENES - TOULOUSE
49;1;59;TOULOUSE;RUE;MARC SEGUIN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
49;1;60;TOULOUSE;RUE;MARCEAU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
50;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
50;1;2;TOULOUSE;ROND POINT;MARCEL ACHARD;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;3;TOULOUSE;IMPASSE;MARCEL CERDAN;1;;9999;;PI;LGT DES ARENES - TOULOUSE
50;1;4;TOULOUSE;RUE;MARCEL CERDAN;1;;9999;;PI;LGT DES ARENES - TOULOUSE
50;1;5;TOULOUSE;IMPASSE;MARCEL CHALARD;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;6;TOULOUSE;RUE;MARCEL CLOUET;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;7;TOULOUSE;AVENUE;MARCEL DASSAULT;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
50;1;8;TOULOUSE;AVENUE;MARCEL DORET;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
50;1;9;TOULOUSE;CHEMIN;MARCEL GUILLAUME;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
50;1;10;TOULOUSE;AVENUE;MARCEL LANGER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
50;1;11;TOULOUSE;IMPASSE;MARCEL LANGER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
50;1;12;TOULOUSE;RUE;MARCEL LOUBENS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;13;TOULOUSE;RUE;MARCEL PAGNOL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;14;TOULOUSE;PLACE;MARCEL PAUL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;15;TOULOUSE;IMPASSE;MARCEL PENDANX;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;16;TOULOUSE;ROND POINT;MARCEL PETIT;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;17;TOULOUSE;RUE;MARCEL REINE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
50;1;18;TOULOUSE;RUE;MARCEL SEMBAT;1;;9999;;PI;LGT DES ARENES - TOULOUSE
50;1;19;TOULOUSE;JARDIN;MARCEL THOUREL;1;;9999;;PI;LGT OZENNE - TOULOUSE
50;1;20;TOULOUSE;PLACE;MARCELLE BOUILLIOUX-LAFONT;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
50;1;21;TOULOUSE;RUE;MARCELLE CAPY;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;22;TOULOUSE;RUE;MARCOU DEBAX;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
50;1;23;TOULOUSE;RUE;MARECHAL LYAUTEY;1;;9999;;PI;LGT OZENNE - TOULOUSE
50;1;24;TOULOUSE;ROND POINT;MARGUERITE DURAND;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
50;1;25;TOULOUSE;CHEMIN;MARGUERITE CANAL;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;26;TOULOUSE;IMPASSE;MARGUERITE DE SENAUX;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;27;TOULOUSE;RUE;MARGUERITE DILHAN;1;;9999;;PI;LGT DES ARENES - TOULOUSE
50;1;28;TOULOUSE;IMPASSE;MARGUERITE DURAS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;29;TOULOUSE;RUE;MARGUERITE DURAS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;30;TOULOUSE;PLACE;MARIA GOMEZ ALVAREZ;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
50;1;31;TOULOUSE;RUE;MARIE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
50;1;32;TOULOUSE;ESPACE;MARIE CHRISTINE LAFFORGUE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
50;1;33;TOULOUSE;RUE;MARIE CLAIRE DE CATELLAN;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;34;TOULOUSE;IMPASSE;MARIE CURIE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;35;TOULOUSE;RUE;MARIE DARAM;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;36;TOULOUSE;RUE;MARIE DE GOURNAY;1;;9999;;PI;LGT DES ARENES - TOULOUSE
50;1;37;TOULOUSE;RUE;MARIE FRANCE BRIVE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;38;TOULOUSE;IMPASSE;MARIE LAURENCIN;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
50;1;39;TOULOUSE;RUE;MARIE LAURENCIN;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
50;1;40;TOULOUSE;RUE;MARIE LOUISE DISSARD;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;41;TOULOUSE;RUE;MARIE MAGNE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
50;1;42;TOULOUSE;IMPASSE;MARIE MARVINGT;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;43;TOULOUSE;RUE;MARIE ROSE GINESTE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
50;1;44;TOULOUSE;ROND POINT;MARIE-MADELEINE FOURCADE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
50;1;45;TOULOUSE;PLACE;MARIUS PINEL;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
50;1;46;TOULOUSE;RUE;MARIUS TERCE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;47;TOULOUSE;RUE;MARIVAUX;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
50;1;48;TOULOUSE;RUE;MARQUISE DE SEVIGNE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;49;TOULOUSE;IMPASSE;MARTHE CONDAT;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
50;1;50;TOULOUSE;RUE;MARTHE VARSI;1;;9999;;PI;LGT DES ARENES - TOULOUSE
50;1;51;TOULOUSE;PLACE;MARTIN LUTHERUE KING;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;52;TOULOUSE;IMPASSE;MARTY;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
50;1;53;TOULOUSE;CHEMIN;MARTYRS DE BORDELONGUE;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
50;1;54;TOULOUSE;IMPASSE;MARTYRS DE BORDELONGUE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;55;TOULOUSE;RUE;MARTYRS LIBERATION;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
50;1;56;TOULOUSE;RUE;MARYSE BASTIE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
50;1;57;TOULOUSE;RUE;MARYSE HILSZ;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
50;1;58;TOULOUSE;IMPASSE;MAS;1;;9999;;PI;LGT OZENNE - TOULOUSE
50;1;59;TOULOUSE;RUE;MAS DES AUGUSTINS;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
50;1;60;TOULOUSE;RUE;MASCARD;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
51;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
51;1;2;TOULOUSE;RUE;MASSENET;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
51;1;3;TOULOUSE;BOULEVARD;MATABIAU;1;;9999;;PI;LGT OZENNE - TOULOUSE
51;1;4;TOULOUSE;RUE;MATABIAU;1;;9999;;PI;LGT OZENNE - TOULOUSE
51;1;5;TOULOUSE;RUE;MATHALY;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
51;1;6;TOULOUSE;RUE;MATHIEU BERDOULAT;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;7;TOULOUSE;RUE;MATHIEU LANES;1;;9999;;PI;LGT DES ARENES - TOULOUSE
51;1;8;TOULOUSE;CHEMIN;MAURICE;1;;9999;;PI;LGT OZENNE - TOULOUSE
51;1;9;TOULOUSE;ROND POINT;MAURICE RIBIS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;10;TOULOUSE;RUE;MAURICE ALET;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
51;1;11;TOULOUSE;ROND POINT;MAURICE ANDRIEU;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;12;TOULOUSE;RUE;MAURICE BECANNE;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
51;1;13;TOULOUSE;IMPASSE;MAURICE BELLONTE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
51;1;14;TOULOUSE;AVENUE;MAURICE BOURGES MAUNOURY;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
51;1;15;TOULOUSE;RUE;MAURICE CAUNES;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;16;TOULOUSE;RUE;MAURICE FONVIEILLE;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
51;1;17;TOULOUSE;RUE;MAURICE FORT;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
51;1;18;TOULOUSE;AVENUE;MAURICE HAURIOU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
51;1;19;TOULOUSE;RUE;MAURICE HUREL;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
51;1;20;TOULOUSE;RUE;MAURICE JACQUIER;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
51;1;21;TOULOUSE;AVENUE;MAURICE MAGRE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;22;TOULOUSE;RUE;MAURICE MELAT;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
51;1;23;TOULOUSE;RUE;MAURICE RAVEL;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;24;TOULOUSE;ALLEE;MAURICE SARRAUT;1;;9999;;PI;LGT DES ARENES - TOULOUSE
51;1;25;TOULOUSE;RUE;MAURICE UTRILLO;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
51;1;26;TOULOUSE;RUE;MAURIES;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
51;1;27;TOULOUSE;RUE;MAURY;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
51;1;28;TOULOUSE;RUE;MAX FISCHL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;29;TOULOUSE;RUE;MAXIME JOURET;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
51;1;30;TOULOUSE;RUE;MAYNARD;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
51;1;31;TOULOUSE;RUE;MAZAS;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;32;TOULOUSE;RUE;MEDECIN CEL CALBAIRAC;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;33;TOULOUSE;IMPASSE;MEDICIS;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;34;TOULOUSE;CHEMIN;MENDELSSOHN;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
51;1;35;TOULOUSE;RUE;MENGAUD;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
51;1;36;TOULOUSE;RUE;MERENS;1;;9999;;PI;LGT DES ARENES - TOULOUSE
51;1;37;TOULOUSE;RUE;MERLANE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
51;1;38;TOULOUSE;RUE;MERLY;1;;9999;;PI;LGT OZENNE - TOULOUSE
51;1;39;TOULOUSE;RUE;MESPOUL;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
51;1;40;TOULOUSE;IMPASSE;MGRUE BRUNO DE SOLAGES;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;41;TOULOUSE;RUE;MGRUE BRUNO DE SOLAGES;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;42;TOULOUSE;IMPASSE;MICHEL ANGE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;43;TOULOUSE;RUE;MICHEL ANGE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;44;TOULOUSE;RUE;MICHEL ANGE;17;;9999;;I;LPO RAYMOND NAVES - TOULOUSE
51;1;45;TOULOUSE;RUE;MICHEL ANGE;60;;9999;;P;LPO RAYMOND NAVES - TOULOUSE
51;1;46;TOULOUSE;ROND POINT;MICHEL BENECH;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
51;1;47;TOULOUSE;PLACE;MICHEL COLIN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;48;TOULOUSE;RUE;MICHEL DE MONTAIGNE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
51;1;49;TOULOUSE;PROM;MICHEL DUPUYS;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;50;TOULOUSE;IMPASSE;MICHEL LABROUSSE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;51;TOULOUSE;RUE;MICHEL LABROUSSE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;52;TOULOUSE;IMPASSE;MICHEL LESBRE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
51;1;53;TOULOUSE;RUE;MICHELINE OSTERMEYER;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;54;TOULOUSE;CHEMIN;MICHOUN;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
51;1;55;TOULOUSE;PLACE;MICOULAUD;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
51;1;56;TOULOUSE;RUE;MIE D AGHONNE;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
51;1;57;TOULOUSE;RUE;MIGUEL PASCUAL;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
51;1;58;TOULOUSE;IMPASSE;MIGUEL VILLABELLA;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
51;1;59;TOULOUSE;RUE;MIL HUIT CENT QUATORZE;1;;9999;;PI;LGT OZENNE - TOULOUSE
51;1;60;TOULOUSE;RUE;MILHES;1;;9999;;PI;LGT DES ARENES - TOULOUSE
52;1;1;COMMUNE;TYPE DE VOIE;LIBELLE DE VOIE;NUMERO (DEBUT DE VOIE);INDICE DE REPETITION DE DEBUT;NUMERO (FIN DE VOIE, INCLUS);INDICE DE REPETITION DE FIN;PARITE;LYCEE DE RATTACHEMENT
52;1;2;TOULOUSE;RUE;MIRABEAU;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;3;TOULOUSE;RUE;MIRAMAR;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
52;1;4;TOULOUSE;RUE;MIREILLE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;5;TOULOUSE;RUE;MIREILLE SORGUE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;6;TOULOUSE;RUE;MIREPOIX;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
52;1;7;TOULOUSE;RUE;MISSAK MANOUCHIAN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;8;TOULOUSE;RUE;MOIROUD;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
52;1;9;TOULOUSE;RUE;MOLIERE;1;;9999;;PI;LGT DES ARENES - TOULOUSE
52;1;10;TOULOUSE;RUE;MONIE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;11;TOULOUSE;BOULEVARD;MONPLAISIR;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;12;TOULOUSE;RUE;MONPLAISIR;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;13;TOULOUSE;CHEMIN;MONSEIGNEURUE CARRIERE;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;14;TOULOUSE;RUE;MONSERBY;1;;9999;;PI;LGT OZENNE - TOULOUSE
52;1;15;TOULOUSE;IMPASSE;MONT LIBAN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;16;TOULOUSE;RUE;MONTARDY;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
52;1;17;TOULOUSE;PONT;MONTAUDRAN;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;18;TOULOUSE;IMPASSE;MONTCABRIER;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
52;1;19;TOULOUSE;RUE;MONTCABRIER;1;;9999;;PI;LGT STEPHANE HESSEL - TOULOUSE
52;1;20;TOULOUSE;RUE;MONTESQUIEU;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
52;1;21;TOULOUSE;RUE;MONTJOIE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;22;TOULOUSE;RUE;MONTMORENCY;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
52;1;23;TOULOUSE;RUE;MONTOR;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;24;TOULOUSE;PLACE;MONTOULIEU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;25;TOULOUSE;RUE;MONTOULIEU ST JACQUES;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;26;TOULOUSE;RUE;MONTOULIEU VELANE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;27;TOULOUSE;RUE;MONTOYOL;1;;9999;;PI;LG PIERRE DE FERMAT - TOULOUSE
52;1;28;TOULOUSE;RUE;MOQUIN TANDON;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;29;TOULOUSE;RUE;MOTO VIDAL;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
52;1;30;TOULOUSE;RUE;MOZART;1;;9999;;PI;LPO DEODAT DE SEVERAC - TOULOUSE
52;1;31;TOULOUSE;RUE;MURATET;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
52;1;32;TOULOUSE;IMPASSE;MURGER;1;;9999;;PI;LGT OZENNE - TOULOUSE
52;1;33;TOULOUSE;IMPASSE;NADIA BOULANGER;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;34;TOULOUSE;RUE;NALIS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
52;1;35;TOULOUSE;PLACE;NAVARRE;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;36;TOULOUSE;GRANDE-RUE;NAZARETH;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;37;TOULOUSE;IMPASSE;NEGRENEYS;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
52;1;38;TOULOUSE;RUE;NESTORUE BRUN;1;;9999;;PI;LGT DES ARENES - TOULOUSE
52;1;39;TOULOUSE;PONT;NEUF;1;;9999;;PI;LGT DES ARENES - TOULOUSE
52;1;40;TOULOUSE;CHEMIN;NEUF;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;41;TOULOUSE;RUE;NEUVE;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;42;TOULOUSE;IMPASSE;NICEPHORE NIEPCE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
52;1;43;TOULOUSE;RUE;NICEPHORE NIEPCE;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
52;1;44;TOULOUSE;PLACE;NICOLAS BACHELIER;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;45;TOULOUSE;RUE;NICOLAS BACHELIER;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;46;TOULOUSE;RUE;NICOLAS GRANDMAISON;1;;9999;;PI;LG SAINT-SERNIN - TOULOUSE
52;1;47;TOULOUSE;IMPASSE;NICOLAS L VAUQUELIN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;48;TOULOUSE;RUE;NICOLAS L VAUQUELIN;1;;9999;;PI;LGT JOSEPHINE BAKER - TOULOUSE
52;1;49;TOULOUSE;PASSAGE;NICOLAS LIEBERKNECHT;1;;9999;;PI;LPO RAYMOND NAVES - TOULOUSE
52;1;50;TOULOUSE;RUE;NICOLAS POUSSIN;1;;9999;;PI;LGT TOULOUSE-LAUTREC - TOULOUSE
52;1;51;TOULOUSE;RUE;NINAU;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;52;TOULOUSE;RUE;NOEL BALLAY;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;53;TOULOUSE;RUE;NOEMIE DESSALLES;1;;9999;;PI;LGT OZENNE - TOULOUSE
52;1;54;TOULOUSE;RUE;NOGUES;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;55;TOULOUSE;RUE;NOGUIER;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;56;TOULOUSE;RUE;NORBERT CASTERET;1;;9999;;PI;LGT DES ARENES - TOULOUSE
52;1;57;TOULOUSE;RUE;NORIAC;1;;9999;;PI;LGT OZENNE - TOULOUSE
52;1;58;TOULOUSE;RUE;NOTRE DAME;1;;9999;;PI;LGT MARCELIN BERTHELOT - TOULOUSE
52;1;59;TOULOUSE;RUE;NOUADHIBOU;1;;9999;;PI;LPO BELLEVUE - TOULOUSE
